Tier,Company,Domain,Industry,Employees,Growth %,Source,Primary Buyer Titles,Secondary Titles,Trigger to mention,LinkedIn company search,Crunchbase search
P0 (Proven),Stan,stan.store,Software Development,,,Twill featured customer (LinkedIn),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Stan%22,https://www.crunchbase.com/textsearch?q=Stan
P1 (Lookalike),UMortgage,umortgage.com,Financial Services,433.0,3636.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22UMortgage%22,https://www.crunchbase.com/textsearch?q=UMortgage
P1 (Lookalike),UPSTACK,upstack.com,IT Services,213.0,3190.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22UPSTACK%22,https://www.crunchbase.com/textsearch?q=UPSTACK
P1 (Lookalike),Cynet Health,cynethealth.com,Human Resources,997.0,2848.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Cynet%20Health%22,https://www.crunchbase.com/textsearch?q=Cynet%20Health
P1 (Lookalike),Awestruck,awestruck.agency,Advertising & Marketing,51.0,2811.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Awestruck%22,https://www.crunchbase.com/textsearch?q=Awestruck
P1 (Lookalike),Summit Medical Staffing,summitmedstaff.com,Human Resources,323.0,2746.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Summit%20Medical%20Staffing%22,https://www.crunchbase.com/textsearch?q=Summit%20Medical%20Staffing
P1 (Lookalike),PatientFi,patientfi.com,Financial Services,87.0,2682.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22PatientFi%22,https://www.crunchbase.com/textsearch?q=PatientFi
P1 (Lookalike),Valor Paytech,valorpaytech.com,Financial Services,200.0,2652.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Valor%20Paytech%22,https://www.crunchbase.com/textsearch?q=Valor%20Paytech
P1 (Lookalike),Black Canyon Consulting,bccdc.net,IT Services,107.0,2479.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Black%20Canyon%20Consulting%22,https://www.crunchbase.com/textsearch?q=Black%20Canyon%20Consulting
P1 (Lookalike),KlariVis,klarivis.com,Software,54.0,2395.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22KlariVis%22,https://www.crunchbase.com/textsearch?q=KlariVis
P1 (Lookalike),Lively,livelyme.com,Human Resources,166.0,2380.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Lively%22,https://www.crunchbase.com/textsearch?q=Lively
P1 (Lookalike),Turnkey Tech Staffing,turnkeystaffing.com,Human Resources,215.0,2345.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Turnkey%20Tech%20Staffing%22,https://www.crunchbase.com/textsearch?q=Turnkey%20Tech%20Staffing
P1 (Lookalike),Hawke Media,hawkemedia.com,Advertising & Marketing,138.0,2307.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Hawke%20Media%22,https://www.crunchbase.com/textsearch?q=Hawke%20Media
P1 (Lookalike),Five Star Franchising,fivestarfranchising.com,Business Products & Services,180.0,2304.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Five%20Star%20Franchising%22,https://www.crunchbase.com/textsearch?q=Five%20Star%20Franchising
P1 (Lookalike),Tenna,tenna.com,Software,112.0,2277.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Tenna%22,https://www.crunchbase.com/textsearch?q=Tenna
P1 (Lookalike),Boulevard,joinblvd.com,Software,219.0,2276.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Boulevard%22,https://www.crunchbase.com/textsearch?q=Boulevard
P1 (Lookalike),Findem,findem.ai,Software,106.0,2262.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Findem%22,https://www.crunchbase.com/textsearch?q=Findem
P1 (Lookalike),Fusus,fusus.com,Software,124.0,2177.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Fusus%22,https://www.crunchbase.com/textsearch?q=Fusus
P1 (Lookalike),Advanced Tech Placement,advancedtechplacement.com,Business Products & Services,53.0,2150.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Advanced%20Tech%20Placement%22,https://www.crunchbase.com/textsearch?q=Advanced%20Tech%20Placement
P1 (Lookalike),Visit.org,visit.org,Software,89.0,2145.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Visit.org%22,https://www.crunchbase.com/textsearch?q=Visit.org
P1 (Lookalike),iLoan,iloanrate.com,Financial Services,51.0,2003.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22iLoan%22,https://www.crunchbase.com/textsearch?q=iLoan
P1 (Lookalike),Fun Express,funex.com,Human Resources,58.0,1900.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Fun%20Express%22,https://www.crunchbase.com/textsearch?q=Fun%20Express
P1 (Lookalike),adtechnacity,adtechnacity.com,Advertising & Marketing,61.0,1829.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22adtechnacity%22,https://www.crunchbase.com/textsearch?q=adtechnacity
P1 (Lookalike),Verde Clean,verdeclean.com,Business Products & Services,375.0,1829.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Verde%20Clean%22,https://www.crunchbase.com/textsearch?q=Verde%20Clean
P1 (Lookalike),CrossMed Healthcare Staffing Solutions,crossmedhealth.com,Human Resources,87.0,1824.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22CrossMed%20Healthcare%20Staffing%20Solutions%22,https://www.crunchbase.com/textsearch?q=CrossMed%20Healthcare%20Staffing%20Solutions
P1 (Lookalike),BeaconFire Staffing Solutions,beaconfireinc.com,IT Services,167.0,1799.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22BeaconFire%20Staffing%20Solutions%22,https://www.crunchbase.com/textsearch?q=BeaconFire%20Staffing%20Solutions
P1 (Lookalike),Bespoke Technologies,bespoketechinc.com,Business Products & Services,73.0,1765.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Bespoke%20Technologies%22,https://www.crunchbase.com/textsearch?q=Bespoke%20Technologies
P1 (Lookalike),Anavate Partners,anavatepartners.com,IT Services,51.0,1746.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Anavate%20Partners%22,https://www.crunchbase.com/textsearch?q=Anavate%20Partners
P1 (Lookalike),Piedmont Global Language Solutions,pgls.com,Business Products & Services,180.0,1667.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Piedmont%20Global%20Language%20Solutions%22,https://www.crunchbase.com/textsearch?q=Piedmont%20Global%20Language%20Solutions
P1 (Lookalike),Rise8,rise8.us,Software,67.0,1562.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Rise8%22,https://www.crunchbase.com/textsearch?q=Rise8
P1 (Lookalike),Nucleus Security,nucleussec.com,Software,69.0,1562.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Nucleus%20Security%22,https://www.crunchbase.com/textsearch?q=Nucleus%20Security
P1 (Lookalike),RealEstateAccounting.co,rea.co,Business Products & Services,149.0,1522.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22RealEstateAccounting.co%22,https://www.crunchbase.com/textsearch?q=RealEstateAccounting.co
P1 (Lookalike),Blankfactor,blankfactor.com,Software,450.0,1516.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Blankfactor%22,https://www.crunchbase.com/textsearch?q=Blankfactor
P1 (Lookalike),Totem,totemconsultingdc.com,Business Products & Services,50.0,1509.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Totem%22,https://www.crunchbase.com/textsearch?q=Totem
P1 (Lookalike),Authors On Mission,authorsonmission.com,Advertising & Marketing,80.0,1496.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Authors%20On%20Mission%22,https://www.crunchbase.com/textsearch?q=Authors%20On%20Mission
P1 (Lookalike),24HourNurse Staffing,24hournurse.com,Human Resources,250.0,1492.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%2224HourNurse%20Staffing%22,https://www.crunchbase.com/textsearch?q=24HourNurse%20Staffing
P1 (Lookalike),DIGITALZONE,digitalzone.com,Advertising & Marketing,511.0,1473.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22DIGITALZONE%22,https://www.crunchbase.com/textsearch?q=DIGITALZONE
P1 (Lookalike),evolv Consulting,evolvconsulting.com,Business Products & Services,160.0,1435.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22evolv%20Consulting%22,https://www.crunchbase.com/textsearch?q=evolv%20Consulting
P1 (Lookalike),Health Advocates Network,hanstaff.com,Human Resources,909.0,1408.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Health%20Advocates%20Network%22,https://www.crunchbase.com/textsearch?q=Health%20Advocates%20Network
P1 (Lookalike),Netsurit,netsurit.com,IT Services,96.0,1390.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Netsurit%22,https://www.crunchbase.com/textsearch?q=Netsurit
P1 (Lookalike),Codingscape,codingscape.com,Software,62.0,1363.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Codingscape%22,https://www.crunchbase.com/textsearch?q=Codingscape
P1 (Lookalike),Virtual Latinos,virtuallatinos.com,Human Resources,102.0,1362.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Virtual%20Latinos%22,https://www.crunchbase.com/textsearch?q=Virtual%20Latinos
P1 (Lookalike),BONbLOC,bonbloc.com,Software,300.0,1359.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22BONbLOC%22,https://www.crunchbase.com/textsearch?q=BONbLOC
P1 (Lookalike),Divelement Web Services,divelement.io,Software,57.0,1352.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Divelement%20Web%20Services%22,https://www.crunchbase.com/textsearch?q=Divelement%20Web%20Services
P1 (Lookalike),UserGems,usergems.com,Software,60.0,1344.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22UserGems%22,https://www.crunchbase.com/textsearch?q=UserGems
P1 (Lookalike),Tixr,tixr.com,Software,125.0,1333.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22Tixr%22,https://www.crunchbase.com/textsearch?q=Tixr
P1 (Lookalike),H2O Care Partners,h2ocarepartners.com,Business Products & Services,330.0,1332.0,Inc 5000 2024 (lookalike),Head of Talent Acquisition; VP People; Head of Recruiting; Recruiting Ops,COO; Chief of Staff; VP Operations (if no TA leader),Hiring surge; hard-to-fill roles; time-to-hire; response rates; new funding/exec hire,https://www.linkedin.com/search/results/people/?keywords=%28%22Head%20of%20Talent%22%20OR%20%22Talent%20Acquisition%22%20OR%20%22Head%20of%20Recruiting%22%20OR%20%22VP%20People%22%29%20AND%20%22H2O%20Care%20Partners%22,https://www.crunchbase.com/textsearch?q=H2O%20Care%20Partners
